case_id,acitivty,date,body_parts,is_fatal,occupation,topics
200331460, Employee'S Finger Amputated After Being Caught In Machine ,2004-05-25 00:00:00,"finger, knuckle",False,,
201143187, Employee Sustains Burns When Steam Releases ,1391-10-08 00:00:00,leg,False,,
201143138, Employee Suffers Crushed Hand And Finger Amputation ,2002-10-24 00:00:00,finger,False,,
201114386, Employee Injured To Face When Cap Blows Off ,2002-05-14 00:00:00,"cheek, arm, face",False,,
200771426, Employee Injured When Caught Between Truck And Concrete Pipe ,,,False,,
201571056, Employee'S Arm Amputated During Drilling Operation ,2001-12-20 00:00:00,arm,False,,
300787793, Employee'S Fingertip Amputated Following Hand Injuries ,2001-11-07 00:00:00,finger,False,,
202313011, Employee Burned By Hot Asphalt When Kettle Gasket Fails ,2001-06-27 00:00:00,,False,,
201083037, Two Employees Injured When Boiler Steam Flange Blew Off ,2001-04-09 00:00:00,"arm, ankle",False,,
201054608, Employee Replacing A Steam Regulaor Suffers Second Degree Bu ,,,False,,
200351435, Five Employees Sent To Hospital After Ammonia Leak ,2017-07-31 00:00:00,face,True,,
170572242, Thirteen Employees Exposed To Chemical Vapors ,1999-08-28 00:00:00,,False,,
302383674, Employee #1 Knocked Off Small Step Ladder ,,,False,,
200030583, Employee Killed When Struck In Face By High,,face,True,,
170121503, Four Employees Suffer Possible Diesel Overexposure ,1995-01-26 00:00:00,,True,,
200515724, Employee Is Injured In Explosion And Later Dies ,2012-09-24 00:00:00,"arm, finger, face",True,,
200361210, Employee Is Struck By A Motor Vehicle And Is Killed ,2017-06-13 00:00:00,,True,,
200360923, Employee Is Struck By A Motor Vehicle And Killed ,2012-06-13 00:00:00,,True,,
201925617, Employee Cutting Gas Tank Sets Off Explosion That Kills Him ,2013-01-25 00:00:00,,False,,
200556827, Employee Dies After Clothing Catches Fire ,2011-12-14 00:00:00,,True,,
200515286, Employee Is Overcome By Carbon Monoxide  Later Dies ,2011-04-12 00:00:00,,True,,
202553178, Employee'S Legs Are Burned When Sparks Ingnite Gasoline ,2011-02-03 00:00:00,leg,False,,
202654927, Employee Is Struck By Vehicle And Killed ,2013-11-02 00:00:00,,True,,
202637245, Employee Dies In Motor Vehicle Accident ,2013-07-22 00:00:00,,True,,
200627040, Employee Dies When A Lawn Mower Overturns ,2103-06-24 00:00:00,leg,True,,
14402994, Employee Dies In Fall When Mast Collapses ,1991-10-16 00:00:00,,True,,
14402390, Employee Killed When Struck By Toppling Derrick ,1988-07-15 00:00:00,,True,,
14393102, Fell From Oil Rig ,1985-05-30 00:00:00,finger,False,,
14535058, Employee Fell From Oil Derrick ,,,False,,
200514537, Employee Killed When Struck By Telephone Pole ,2007-10-02 00:00:00,head,True,,
201573292, Employee Is Struck By Flying Object And Is Killed ,,head,True,,
200603009, Employee Is Electrocuted When Truck Contacts Power Line ,2005-06-29 00:00:00,,False,,
200271427, Employee Is Killed In Fall From Tower ,2005-06-06 00:00:00,face,True,,
306018888, Fall From Tower Injures Employee ,,,False,,
201342565, Two Oil Well Employees Are Electrocuted By Power Line ,,,False,,
200602050, Laborer Is Electrocuted By Overhead Power Lines ,,,False,,
202317434, Employee Killed In Fall From Tower ,,,True,,
200641751, Employee Killed In Fall From Communication Tower ,,,True,,
200780120, Three Employees Killed When Crushed By Falling Tower ,,,True,,
14415582, Employee Dies In Fall When Struck By Counterweight ,,arm,True,,
170084206, Employee Dies In Fall From Radio Tower Under Construction ,1995-04-26 00:00:00,,True,,
566281, Electric Shock ,,,False,,
855718, Employee Dies After Falling From Communication Tower ,1993-10-19 00:00:00,,True,,
14371298, Employee Killed  One Injured In Fall From Gin Pole Derrick ,,,True,,
14371272, Employee Killed In 240 Ft Fall From Tower ,,arm,True,,
170210603, Employee Killed In Fall With Gin Pole ,1993-03-29 00:00:00,,True,,
958298, Employee Killed In Fall From Communication Tower ,,,True,,
774117, Employee Killed When Run Over By Gin Pole Truck ,,leg,True,,
202033940, Bridge Inspector Is Killed When Pinned By Machine ,2011-10-20 00:00:00,head,True,,
201763315, Employee Falls From Bridge Girder And Is Killed ,2008-02-22 00:00:00,,True,,
201321353, Employees Are Injured In Collapse Of Building Materials ,2008-11-20 00:00:00,"arm, head",False,,
200555407, Employee Is Killed In Fall From Elevation ,2008-10-30 00:00:00,,True,,
200604049, Employee Is Ejected From Aerial And Is Killed ,2008-07-30 00:00:00,,True,,
202562708, Employee Is Struck By Steel Girder And Suffers Concussion ,2008-07-21 00:00:00,head,False,,
202516399, Employee Injured In Fall From Beam During Bridge Building ,2007-09-19 00:00:00,,False,,
200452258, Employee Is Killed When Crushed By Precast Bridge Birder ,2007-06-14 00:00:00,,True,,
201762580, Employee Is Killed In Fall From Steel Girder ,2006-04-02 00:00:00,,True,,
200032498, Employee Is Killed In Collapse Of Bridge Under Construction ,2005-08-19 00:00:00,,True,,
201177623, Employee Is Injured When Pinned By Aerial Lift ,2005-05-08 00:00:00,,False,,
200570836, Employee Struck And Killed By Girder Beam ,,head,True,,
201407160, Construction Employee Is Struck By A Falling Girder ,2004-07-15 00:00:00,chest,False,,
202314076, Fork Lift Strikes Girder And Amputates Employee'S Toes ,2004-03-19 00:00:00,,False,,
170843643, Ironworker'S Leg Is Injured When Struck By Beam ,2004-01-19 00:00:00,leg,False,,
202587226, Employee Punctures Hand While Handeling Glass Materials ,2011-12-30 00:00:00,,False,,
202485686, Employee Is Injured When Glass Bundle Falls On Him ,2007-06-01 00:00:00,,False,,
201203320, Employee Sustains Fractures When Struck By Mirror Plate ,2006-07-28 00:00:00,leg,False,,
200211878, Employee Is Killed When Struck In Head ,2005-10-31 00:00:00,head,True,,
200830891, Employee Dies When Pinned By Falling Pallet ,2005-03-02 00:00:00,leg,True,,
200602894, Employee Is Killed When Struck By Sheets Of Glass ,2005-02-11 00:00:00,,True,,
201505195, Employee Fractures Ankle After Mirror Falls On Foot ,2004-12-15 00:00:00,ankle,False,,
201681087, Employee'S Leg Is Fractured When Crate Of Glass Overturns ,2002-09-03 00:00:00,"face, leg",False,,
201055274, Employee Has Deep Laceration In Forearm From Piece Of Glass ,2001-02-26 00:00:00,"forearm, face",False,,
201771193, Employee Crushed By Stack Of Flat Glass ,2000-11-09 00:00:00,,False,,
200781029, Employee Killed By Falling Load Of Glass ,,,True,,
170825848, Employee Injured When Pinned By Stack Of Glass ,,"arm, face",False,,
170205066, Employee Injured By Falling Crate Of Glass ,1999-08-04 00:00:00,,False,,
200270593, Employee Injured When Struck By Falling Glass Pack ,1999-07-13 00:00:00,,False,,
170696785, Employee Struck By Falling Plate Glass ,1996-05-24 00:00:00,,False,,
200020147, Employee Killed When Crushed By Crate Of Glass ,,,True,,
170830624, Employee Injured When Struck By Falling Crate Of Glass ,,leg,False,,
14534887, Employee Killed  Others Injured When Struck By Window Glass ,,knee,True,,
202715959, Employee'S Finger Is Burned By Welding Rod ,2013-08-14 00:00:00,finger,False,,
316347731, Employee Injures Hand In Machine Rollers ,2013-08-14 00:00:00,,False,,
202556403, Employee Amputates Fingers In Machine ,2013-07-14 00:00:00,finger,False,,
202458485, Employee Cuts Finger With Knife ,2013-06-23 00:00:00,finger,False,,
202588497, Employee Injures Hand In Roof Curb ,2013-05-23 00:00:00,,False,,
202686796, Employee Amputates Finger On Planing Machine ,2013-04-11 00:00:00,"finger, knuckle",False,,
202686630, Employee Amputates Finger In Milling Machine ,2013-04-09 00:00:00,"finger, lip",False,,
201079266, Employee Amputates Fingertip On Power Press ,2013-03-21 00:00:00,finger,False,,
202588315, Employee'S Fingers Are Caught In Roller And Are Injured ,2013-03-19 00:00:00,finger,False,,
200536647, Employee Amputates Finger Cleaning Wire Drawing Machine ,2013-03-14 00:00:00,finger,False,,
201510898, Employee Lacerates Finger Using A Handsaw  Later Amputates ,2013-02-22 00:00:00,finger,False,,
201205127, Employee Fractures Hand In Pallet Rollers ,2013-07-24 00:00:00,,False,,
200535805, Employee Lacerates And Amputates Finger In Trimmer Machine ,2013-05-11 00:00:00,finger,False,,
202674594, Employee Amputates Finger When Caught In Gluing Press ,2013-01-24 00:00:00,finger,False,,
202531059, Employee Is Severely Burned With Hot Glue ,2011-11-17 00:00:00,face,False,,
202521761, Employee Suffers Partial Finger Amputation ,2011-10-19 00:00:00,finger,False,,
202553111, Employee'S Arms Are Crushed In Machine Rollers ,2010-12-07 00:00:00,"arm, forearm",False,,
202552006, Employee Amputates Finger In Machinery ,2010-07-09 00:00:00,finger,False,,
202475786, Employee Is Struck By Fragments Of Glue Cylinder ,2009-05-01 00:00:00,"jaw, face, chest",False,,
201622685, Employee'S Gloved Hand Is Caught By Glued Spreader Rolls ,2009-04-30 00:00:00,,False,,
201490059, Employee Crushes Hand In Box Folder ,2008-09-24 00:00:00,finger,False,,
200531887, Employee Amputates Finger When Struck By Cylinder Piston ,2007-07-31 00:00:00,finger,False,,
202473641, Employee'S Face Is Burned By Hot Glue ,2007-01-15 00:00:00,face,False,,
200073070, Employee Suffers From Heart Attack And Dies ,2006-12-11 00:00:00,chest,True,,
202045217, Employee Falls From Roof  Later Dies ,2006-12-11 00:00:00,head,True,,
201147402, Employee Slips And Falls From Floor Joists ,2005-10-19 00:00:00,,False,,
202588208, Employee Fractures Leg When Caught By A Golf Cart And Pole ,2013-01-07 00:00:00,leg,False,,
202478442, Employee'S Head Is Injured In Fall  Later Dies ,2012-10-16 00:00:00,"face, head",True,,
202369377, Employee Dies At Work ,2012-08-22 00:00:00,,True,,
202567871, Employee Dies After Fall From Golf Cart ,2012-02-20 00:00:00,head,True,,
202633889, Employee Is Pinned And Asphyxiated Between Cart And Trailer ,2011-09-10 00:00:00,,False,,
200375640, Employee Is Run Over By Golf Cart  Later Dies ,2011-08-22 00:00:00,head,True,,
202634465, Employee Is Injured In Fall From Moving Golf Cart ,2011-07-27 00:00:00,,False,,
202542734, Employee Fractures Ankle In Fall From Golf Cart ,2011-02-15 00:00:00,ankle,False,,
202627865, Worker Fractures Skull Falling From Golf Cart ,2010-10-22 00:00:00,head,False,,
200151504, Employee Is Killed When Golf Cart Strikes Trailer ,2010-09-26 00:00:00,,True,,
201321593, Employee Falls From Golf Cart Strikes Head  Dies Next Day ,2017-07-17 00:00:00,head,True,,
200784981, Employee Is Killed In Fall From Golf Cart ,2010-06-22 00:00:00,head,True,,
200604403, Employee Is Killed When Gored By Wild Animal ,2009-10-01 00:00:00,leg,True,,
200373587, Employee Dies After Femoral Artery Is Cut By Skid Steer ,2005-06-22 00:00:00,"leg, ankle",True,,
200602399, Employee Killed When Gored By Buffalo ,2003-04-25 00:00:00,,True,,
201102555, Employee Injured When Gored By Bull ,2001-11-27 00:00:00,,False,,
202457818, Highway Worker Is Stricken By Heat Exhaustion ,2012-08-20 00:00:00,,False,,
201392701, Employee Is Found Dead In Shredder Granulator ,2012-07-25 00:00:00,,True,,
202655353, Employee Is Injured When Run Over By Motor Grader ,2012-05-22 00:00:00,leg,False,,
201703444, Employee Is Killed When Struck By Vehicle ,2012-02-28 00:00:00,,True,,
200264299, Employee Is Struck And Killed By Road Grader ,2011-08-08 00:00:00,,True,,
202469797, Employee Is Killed When Tractor Collides With Grader ,2011-04-29 00:00:00,head,True,,
202553079, Employee Hand Is Injured When Crush By Drum Roller ,2011-02-09 00:00:00,finger,False,,
200264042, Employee Is Killed When Hit By Road Grader ,2010-12-03 00:00:00,,True,,
200023729, Employee Is Killed In Backover With Highway Milling Machine ,2010-11-09 00:00:00,,True,,
202561056, Employee Is Killed When Run Over By Motor Grader ,,,True,,
202080610, Employee Is Run Over By Grader And Is Killed ,2010-08-26 00:00:00,,True,,
200644821, Construction Worker Is Struck And Killed By Dirt Scraper ,,,True,,
200535409, Worker Amputates Finger While Servicing Grain Bin Pulley ,2012-10-18 00:00:00,finger,False,,
200535177, Worker Is Electrocuted While Working On Bin Sweep Auger ,2012-07-09 00:00:00,"face, chest",False,,
170784367, Employee Abrades Arm Between Forklifts Loading Rice ,2012-06-12 00:00:00,arm,False,,
202457602, Supervisor Loses Finger In Training Accident ,2011-11-06 00:00:00,"finger, leg",False,,
201345907, Two Employees Are Killed In Grain Elevator Explosion ,2011-10-29 00:00:00,,True,,
200534576, Employee Is Trapped In Grain Bin And Is Injured ,2011-09-13 00:00:00,,False,,
201345725, Employee Is Killed In Fall Into Grain Elevator ,2011-06-22 00:00:00,,True,,
200534287, Grain Engulfs Worker Who Dies From Asphyxia ,2011-06-08 00:00:00,,True,,
200053874, Employee Is Killed When Engulfed In Grain Bin ,2011-03-01 00:00:00,,True,,
201345634, Employee Injures Foot In Screw Conveyor ,2011-02-14 00:00:00,,False,,
200264059, Employee Is Killed When Grain Silo Collapses ,2010-12-09 00:00:00,,True,,
202089363, Employee Is Killed When Caught By Grain Auger ,2010-09-17 00:00:00,,True,,
200263994, Employee Is Engulfed By Grain And Dies From Asphyxia ,2010-08-31 00:00:00,,True,,
200052967, Employee Is Killed When Engulfed In Grain Bin ,2007-05-07 00:00:00,,True,,
170724744, Employee Injured In Fall Escaping From Rice Dust Explosion ,1999-07-22 00:00:00,"leg, knee",False,,
14256317, Four Employees Injured In Grain Mill Explosion ,1996-02-08 00:00:00,,True,,
170107395, Explosion ,,face,False,,
690180, Employee Dies Of Asthma Attack Triggered By Grain Dust ,,mouth,True,,
880070, One Employee Killed  Two Hurt In Grain Elevator Explosion ,,leg,True,,
170252670, Employee Dies After Being Severely Burned In Mill Fire ,1991-07-23 00:00:00,,True,,
14422851, Employee Dies Of Asphyxia In Grain Storage Bin ,,,True,,
955260, Employees Killed When Combustible Dust Ignites ,1990-11-27 00:00:00,,True,,
14449938, Grain Explosion Results In Two Dead Three Hospitalized ,1989-09-22 00:00:00,"leg, head",True,,
14402507, Employee Suffocates When Engulfed By Cottonseed ,,,False,,
14401301, Employee Suffocates After Falling Into Rail Car Of Corn ,,leg,False,,
783936, Three Killed  Two Injured In Grain Dust Explosion ,1988-01-15 00:00:00,face,True,,
999789, No Employees Injured In Grain Dust Explosion ,1988-01-14 00:00:00,leg,False,,
14402648, Employee Suffocates In Grain Storage Bin ,1987-10-27 00:00:00,,False,,
200824480, Three Workers Are Engulfed  Two Are Killed In Grain Elevator ,2010-07-28 00:00:00,"arm, face",True,,
201345394, Employee Is Killed In Fall Into Grain Bin ,2010-06-29 00:00:00,,True,,
201074341, Employee Slips Into Auger And Cuts His Right Foot ,2009-05-14 00:00:00,head,False,,
200532919, Employee Is Killed When Trapped In Grain Elevator ,2009-03-19 00:00:00,,True,,
200053387, Employee Falls In Grain Elevator ,2009-01-08 00:00:00,,False,,
201344926, Employee Is Killed In Fall From Grain Elevator ,2008-11-21 00:00:00,leg,True,,
202088621, Employee Is Injured In Grain Elevator Collapse ,2008-06-19 00:00:00,leg,False,,
202530416, Employee'S Leg Is Fractured When Struck By Metal Grate ,2011-03-06 00:00:00,leg,False,,
200374692, Employee Is Killed When Ride Counter Weight Strikes ,2008-10-19 00:00:00,,True,,
170855175, Employee Fractures Leg In Fall From Platform ,2008-04-13 00:00:00,leg,False,,
201070612, Worker Amputates Finger Caught On Heavy Metal Grating ,2007-01-10 00:00:00,finger,False,,
200073088, Worker Is Killed In Fall From Elevated Work Surface ,2006-11-01 00:00:00,head,True,,
201923836, Employee Is Killed In Fall From Reactor ,,,True,,
201488772, Employee Burns Leg In Hot Water After Stepping In Hole ,2006-04-01 00:00:00,"arm, leg, knee",False,,
201701943, Employee'S Leg Is Fractured While Stepping Into Hole ,2005-10-17 00:00:00,leg,False,,
201250131, One Employee Dies And One Is Injured In Fall ,2005-06-09 00:00:00,,True,,
201572906, Employee Is Run Over By Pulling Away Truck ,2005-06-20 00:00:00,"arm, chest, head",False,,
201068053, Highway Inspector Sustains Partial Amputation  Both Thumbs ,2004-10-06 00:00:00,,False,,
200451623, Employee Drowned After Falling Through Platform Opening ,2004-05-24 00:00:00,,False,,
201561107, Employee Is Killed When Truck Rolls,2004-06-30 00:00:00,,True,,
200271070, Employee Was Engulfed In Gravel ,,,False,,
170561047, Employee Crushed And Killed When Trailer Falls On Cab ,1994-10-26 00:00:00,,True,,
170374078, Employee Is Injured When Dump Truck Tips Over ,1993-06-08 00:00:00,leg,False,,
14518914, Employee Buried Under Pile Of Gravel ,1984-08-28 00:00:00,,False,,
201205077, Employee Injures Hand In Meat Tenderizing Equipment ,2013-08-03 00:00:00,,False,,
202531844, Employee Gets Thumb Amputated After Getting Hand Stuck In Me ,2013-06-05 00:00:00,finger,False,,
202556155, Employee Amputates Thumb In Grinder Machine ,2013-05-31 00:00:00,,False,,
201045044, Employee Is Killed When Tanker Truck Explodes ,2013-05-17 00:00:00,,True,,
201562923, Welder Is Killed When Crushed By Exploding Tank ,2013-05-07 00:00:00,,True,,
170627491, Employee Injures Leg When Grinder Tool Slips ,2913-03-27 00:00:00,"calf, leg",False,,
200535623, Employee Amputates Finger While Using Surface Grinder ,2013-03-05 00:00:00,finger,False,,
202479135, Employee'S Thumb Is Injured While Using Bench Grinder ,1725-10-08 00:00:00,,False,,
200361020, Employee Injures Foot In Rotating Grinder ,2012-11-15 00:00:00,,False,,
200535433, Saw Blade Amputates Employee'S Fingers ,2012-10-17 00:00:00,finger,False,,
202544862, Employee Amputates Fingertip In Meat Grinder ,2012-10-10 00:00:00,finger,False,,
202522942, Grinder Wheel Shatters  Striking Employee In Groin Area ,2012-10-02 00:00:00,,False,,
202658316, Employee Falls And Gets Fingertip Amputated ,2013-05-08 00:00:00,finger,False,,
201204856, Employee'S Hand Is Struck By Grinder And Fractured In Pipe ,2012-06-11 00:00:00,,False,,
202554317, Worker Amputates Finger While Working On Grinding Machine ,2012-04-24 00:00:00,finger,False,,
201614955, Employee'S Arm Is Amputated When Caught In Grinder ,2011-08-25 00:00:00,arm,False,,
202648044, Employee'S Finger Is Amputated After Caught In Sander ,2011-08-03 00:00:00,finger,False,,
201076593, Employee'S Arm Is Injured When Grinder Wheel Explodes ,2011-03-28 00:00:00,arm,False,,
202089553, Employee Is Struck And Killed When Grinding Wheel Explodes ,2011-01-24 00:00:00,,True,,
200625879, Employee Dies At Compost Facility ,2010-07-22 00:00:00,,True,,
201200813, Employee Injured After Inhaling Chemicals And Smoke ,,,False,,
201052255, Employees Hand Fractured When Caught Under Heavy Load ,1999-01-25 00:00:00,finger,False,,
201481843, Employee Injured When Saw Dust Buildup Explodes ,,,False,,
14447809, Grain Elevator Explosion ,1984-05-11 00:00:00,,False,,
201615309, Employee Gets Finger Struck By A Grinder Wheel Explosion ,2012-10-03 00:00:00,"finger, knuckle",False,,
201078144, Employee'S Finger Is Injured While Sharpening Grinder Blade ,2012-06-06 00:00:00,finger,False,,
202492617, Employee'S Finger Is Amputated After Contacting Grinder ,2012-02-04 00:00:00,finger,False,,
202477576, Employee Is Injured When Grinding Wheel Fails ,2011-07-27 00:00:00,face,False,,
200776367, Employee Loses An Eye When Struck By Grinding Wheel ,2011-03-14 00:00:00,face,False,,
202600466, Employee Cuts Finger With A Grinding Wheel ,2010-05-27 00:00:00,finger,False,,
200533339, Employee Is Killed When Grinding Wheel Shatters ,2010-02-17 00:00:00,"face, head",True,,
201022423, Employee'S Fingers Are Injured When Grinding Disc Fails ,2009-07-20 00:00:00,finger,False,,
202455416, Employee Injures Finger While Operating Polishing Wheel ,2009-04-23 00:00:00,"finger, knuckle",False,,
202470910, Employee Is Shocked By Power Lines While Trimming Tree ,2011-11-23 00:00:00,,False,,
200677912, Worker Is Electrocuted And Killed While Repairing Arc Welder ,2009-08-20 00:00:00,,True,,
200831188, Electric Shock ,,,False,,
202495404, Employee Is Injured While Measuring Joist ,2007-02-07 00:00:00,head,False,,
200758076, Two Employees Burned By Arc Flash From Grounding Fault ,2005-07-16 00:00:00,,False,,
200926020, Employee Is Electrocuted While Removing Ground Cables ,2010-09-20 00:00:00,,False,,
200374908, Employee Is Killed While Relocating Power Lines ,2009-07-21 00:00:00,,True,,
200374684, Employee Is Electrocuted By A Ground Wire ,2008-08-05 00:00:00,,False,,
171063357, Employee Is Electrocuted While Retrieving Package From Chute ,2003-08-19 00:00:00,,False,,
202344099, Employee Was Electrocuted While Welding ,2003-06-20 00:00:00,,False,,
200271195, Employee Is Electrocuted While Using Power Washer ,2003-06-14 00:00:00,,False,,
200610988, Shock & Burn ,,"finger, face, lip",True,,
201031861, Electric Shock ,,"leg, head",False,,
201440120, Electric Shock ,,,False,,
14566137, Electric Shock ,,"arm, chest",False,,
202479309, Employee Is Killed When Struck And Run Over By Trailer ,2013-09-25 00:00:00,,True,,
200536126, Employee Amputates Finger In Guarding ,2013-09-16 00:00:00,"finger, knee, knuckle",False,,
202658282, Campus Security Worker Suffers From Heat Related Illness ,2013-09-05 00:00:00,,False,,
202532131, Employee'S Finger Is Amputated In Bottle Inflating Machine ,2013-08-13 00:00:00,finger,False,,
201079746, Employee Amputates Finger While Clearing Paper Jam ,2013-08-02 00:00:00,finger,False,,
200376382, Carpenter Amputates Thumb On Miter Saw ,2013-06-19 00:00:00,,False,,
202715918, Employee Fractures Leg While Driving Pallet Jack ,2013-06-07 00:00:00,"leg, ankle",False,,
202686622, Employee Is Crushed By Sliding Gate And Is Killed ,2017-10-13 00:00:00,,True,,
200535987, Employee Falls And Suffers A Right Middle Fingertip Amputati ,2013-05-08 00:00:00,finger,False,,
202675328, Employee Is Assaulted During Theft  Sustains Fracture ,2013-04-19 00:00:00,,False,,
202557070, Employee Loses Finger While Adjusting Mechanical Equipment ,2013-08-05 00:00:00,finger,False,,
201205069, Worker Suffers Fractures In Fall From Guard Rail ,2013-08-02 00:00:00,,False,,
202713673, Employee Falls And Is Injured While Cleaning Gutter ,2013-07-30 00:00:00,,False,,
201943081, Construction Worker Injured In 20 Ft. Fall From Scaffolding ,2012-10-08 00:00:00,"forehead, head",False,,
202657664, Employee Falls From Rolling Scaffold And Fractures Hip ,2013-03-20 00:00:00,hip,False,,
201408614, Employee Falls From Scaffold And Is Killed ,2013-03-20 00:00:00,,True,,
201129640, Painter Falls From Scaffold And Fractures Skull And Wrist ,1646-10-08 00:00:00,,False,,
202588232, Employee Falls From Height  Sustains Head Fractures ,2013-01-29 00:00:00,head,False,,
202657367, Employee Crushes Hand In Piping Accident ,2013-01-18 00:00:00,,False,,
202493938, Employee Falls From Overpass And Is Killed ,2013-01-11 00:00:00,,True,,
201044922, Employee Is Struck By Gaurdrails In Fall From Flatbed  Dies ,2014-11-28 00:00:00,,True,,
200041689, Agricultural Worker Dies Of Infection ,2010-07-05 00:00:00,,True,,
202251955, Employee Injures Hand While Using Metal Saw ,2011-03-26 00:00:00,finger,False,,
202507430, Employee'S Finger Is Amputated When Pinched By Door And Post ,2009-12-16 00:00:00,finger,False,,
201074531, Employee'S Finger Is Crushed By Gate  Later Amputated ,2009-08-13 00:00:00,finger,False,,
202455325, Employee Strikes Post And Fractures Leg ,2009-04-17 00:00:00,leg,False,,
201507555, Employee Is Injured When Tripped By Guide Rail ,2007-05-29 00:00:00,knee,False,,
201179652, Employee'S Hand Is Caught In Machine ,2006-04-24 00:00:00,finger,False,,
200612042, Employee Killed By Falling Granite Slab ,1000-10-08 00:00:00,head,True,,
200553840, Landfill Worker Is Killed By Backing Truck ,2005-04-19 00:00:00,,True,,
201561156, Employee Found Dead Of Natural Causes ,2004-08-11 00:00:00,,True,,
201124658, Employee'S Arm Caught In Dough Sheeter Machine ,2003-08-21 00:00:00,arm,False,,
201174844, Employees' Fingertip Amputated When Caught In Machine ,1221-10-08 00:00:00,"finger, knuckle",False,,
201115656, Employee Suffers Amputation ,2003-02-13 00:00:00,finger,False,,
300780517, Employee Injures Fingers In Machine ,2002-10-16 00:00:00,"finger, head",False,,
201680949, Employee Injured After Being Struck By Hydraulic Tongs ,2002-06-17 00:00:00,mouth,False,,
200101616, Employee Killed  Struck With Guide Post Of Revolution Press ,1998-01-08 00:00:00,,True,,
170358071, Employee Fractures Foot By Riding Truck With Foot Outside ,1994-03-26 00:00:00,,False,,
904557, Employee Killed When Caught In Mechanical Power Press ,1989-10-25 00:00:00,chest,True,,
14552525, Employee Killed When Crushed In Molding Machine ,,,True,,
14223366, Amputation Of Hand At Wrist ,1984-06-17 00:00:00,,False,,
202612636, Employee'S Fingers Are Amputated In Flower Cutter ,2011-01-08 00:00:00,finger,False,,
200531341, Employee'S Finger Is Amputated By Guillotine Cutter ,2006-12-20 00:00:00,finger,True,,
201635265, Employee'S Finger Is Amputated In Binder Machine ,2005-07-01 00:00:00,"finger, knuckle",False,,
201690146, Employee Suffers Amputation ,2001-01-30 00:00:00,forearm,False,,
200770519, Employee'S Finger Amputated In Guillotine Cutter ,1999-08-04 00:00:00,finger,True,,
201100948, Employee'S Fingers Amputated By Electric Paper Cutter ,,finger,False,,
170632764, Employee Amputates Tip Of Thumb In Paper Cutter ,,,False,,
170731038, Employees Fingers Amputated By Guillotine Blade ,1994-08-03 00:00:00,finger,True,,
170733778, Employee'S Hand Crushed By Clamp Of Guillotine Cutter ,1994-09-17 00:00:00,finger,True,,
969253, Employee'S Fingers Amputated By Guillotine Blade ,,finger,True,,
170379127, Employee'S Fingertips Amputated By Machine Cutter ,,finger,False,,
922294, Employee'S Fingers Amputated By Guillotine Shear ,,finger,True,,
170183370, Employee'S Fingers Amputated By Paper Cutter ,1993-04-19 00:00:00,finger,False,,
170560700, Employee'S Finger Broken When Struck By Guillotine Blade ,,finger,True,,
829069, Employee'S Fingers Amputated In Guillotine Cutter ,,finger,True,,
735118, Employee'S Arm Amputated By Unguarded Cutter Blade ,,"arm, forearm",False,,
14463996, Hand Caught In Forming Machine ,1984-08-31 00:00:00,,False,,
14465470, Employee'S Hands Amputated By Guillotine Shear ,,knee,True,,
202637757, Worker Shot In Head During A Robbery ,2013-09-29 00:00:00,head,False,,
200075554, Employee Is Killed By Gunshot ,2013-09-28 00:00:00,,True,,
202637625, Robber Shoots And Kills Convenience Store Owner And Worker ,2013-09-05 00:00:00,,False,,
202713657, Employee Injures Knee When Shot With Nail Gun ,2013-02-25 00:00:00,knee,False,,
202523452, Sheriff Injured After Being Shot With Blank Ammunition ,2013-02-20 00:00:00,arm,False,,
200999951, Two Employees Dies From Gunshots In The Break Room ,2012-11-16 00:00:00,,True,,
201497047, Three Workers Are Killed And Two Injured In Shooting ,2012-11-06 00:00:00,,True,,
202149324, Highway Patrol Officer Shot And Killed By Escaping Felon ,2012-10-23 00:00:00,chest,True,,
202555348, Employee Shoots Own Foot With Pistol ,2012-09-24 00:00:00,finger,False,,
202637435, Employee Dies From Gunshot Wound To Chest ,2012-09-24 00:00:00,chest,True,,
201204872, Employee Is Shot Multiple Times By Suspect ,2012-08-11 00:00:00,,False,,
200042000, Worker Is Killed In Robbery Of Convenience Store ,2012-07-17 00:00:00,,True,,
202369245, Two Sheriff'S Deputies Are Shot During A Traffic Stop ,2012-06-19 00:00:00,,False,,
201881364, Hospital Employee Is Shot And Killed ,2012-06-13 00:00:00,,True,,
201682226, Two Employees Are Shot In A Robbery  And One Dies ,2012-04-18 00:00:00,,True,,
200542306, Employees Are Injured In Shooting  One Employee Is Killed ,2012-03-08 00:00:00,,True,,
200084077, Two Supervisors Are Shot By Employee ,2012-02-22 00:00:00,,False,,
200626745, Telecommunication Worker Is Killed In Fall From Aerial Lift ,2012-07-23 00:00:00,head,True,,
201764115, Worker Is Killed During Tree,2012-02-27 00:00:00,,True,,
201614799, Employee Sustains Fractures When Logging Yarder Tips Over ,2011-05-31 00:00:00,,False,,
202613568, Engineer Tips Yarder Over Causing Injuries ,2011-03-15 00:00:00,,False,,
200555894, Employee Is Electrocuted While Removing Tree Limb From Road ,,,False,,
200212496, Employee Is Injured In Fall From Tower  Later Dies ,2009-01-20 00:00:00,"face, chest",True,,
200644185, Employee Is Ejected From Rod Basket And Is Killed ,,finger,True,,
